"3nkb","3nkb.rsn","3 Ninjas Kick Back","4","3-ninjas-kick-back"
"4ns","4ns.rsn","4 Nin Shogi","8","4-nin-shougi"
"a88","a88.rsn","U.N. Squadron","3020","area-88"
"a88","a88.rsn","U.N. Squadron","3021","area-88"
"aat","aat.rsn","Andre Agassi Tennis","96","andre-agassi-tennis"
"aat","aat.rsn","Andre Agassi Tennis","97","andre-agassi-tennis"
"abd","abd.rsn","American Battle Dome","92","american-battle-dome"
"acc","acc.rsn","Akazukin Cha Cha","65","akazukin-cha-cha"
"accb","accb.rsn","Accelebrid","21","accele-brid"
"ace","ace.rsn","Ace o Nerae!","22","ace-o-nerae"
"acme","acme.rsn","ACME Animation Factory","16","acme-animation-factory"
"acme","acme.rsn","ACME Animation Factory","17","acme-animation-factory"
"acrm","acrm.rsn","Acrobat Mission","23","acrobat-mission"
"actp","actp.rsn","Action Pachio","31","action-pachio"
"actr2","actr2.rsn","Actraiser 2","28","actraiser-2-chinmoku-heno-seisen"
"actr2","actr2.rsn","Actraiser 2","29","actraiser-2-chinmoku-heno-seisen"
"actr2","actr2.rsn","Actraiser 2","30","actraiser-2-chinmoku-heno-seisen"
"ads","ads.rsn","Aoki Densetsu Shoot!","106","aoki-densetsu-shoot"
"aero2","aero2.rsn","Aero the Acro-Bat 2","53","aero-the-acro-bat-2"
"aero2","aero2.rsn","Aero the Acro-Bat 2","54","aero-the-acro-bat-2"
"afv","afv.rsn","Addams Family Values","33","addams-family-values"
"afv","afv.rsn","Addams Family Values","34","addams-family-values"
"ag","ag.rsn","American Gladiators","93","american-gladiators"
"aging","aging.rsn","Aging Cassette","57","aging-cassette"
"airc","airc.rsn","Air Cavalry","59","air-cavalry"
"airc","airc.rsn","Air Cavalry","60","air-cavalry"
"al3","al3.rsn","Alien 3","82","alien-3"
"al3","al3.rsn","Alien 3","83","alien-3"
"al3","al3.rsn","Alien 3","84","alien-3"
"al3","al3.rsn","Alien 3","85","alien-3"
"ala","ala.rsn","Aladdin","70","aladdin"
"ala","ala.rsn","Aladdin","71","aladdin"
"ala","ala.rsn","Aladdin","72","aladdin"
"ala","ala.rsn","Aladdin","73","aladdin"
"ala","ala.rsn","Aladdin","74","aladdin"
"ala","ala.rsn","Aladdin","75","aladdin"
"ala","ala.rsn","Aladdin","76","aladdin"
"alca","alca.rsn","Alcahest","79","alcahest"
"alch","alch.rsn","Alfred Chicken","80","super-alfred-chicken"
"alch","alch.rsn","Alfred Chicken","2428","super-alfred-chicken"
"alft","alft.rsn","Ardy Lightfoot","119","ardy-lightfoot"
"alft","alft.rsn","Ardy Lightfoot","120","ardy-lightfoot"
"alft","alft.rsn","Ardy Lightfoot","121","ardy-lightfoot"
"alft","alft.rsn","Ardy Lightfoot","122","ardy-lightfoot"
"alod2","alod2.rsn","Albert Odyssey 2","78","albert-odyssey-2-jashin-no-taidou"
"amdz","amdz.rsn","Archer MacLean's Dropzone","2516","super-dropzone"
"amnf","amnf.rsn","ABC Monday Night Football","14","abc-monday-night-football"
"amnf","amnf.rsn","ABC Monday Night Football","15","abc-monday-night-football"
"an","an.rsn","Arabian Nights","110","arabian-nights-sabaku-no-seirei-ou"
"ani","ani.rsn","Animaniacs","102","animaniacs"
"ani","ani.rsn","Animaniacs","103","animaniacs"
"ani","ani.rsn","Animaniacs","104","animaniacs"
"apii","apii.rsn","Apocalypse II","107","apocalypse-2"
"apmj","apmj.rsn","Armor Police Metal Jack","1244","kikou-keisatsu-metal-jack"
"ar","ar.rsn","Araiguma Rascal","111","araiguma-rascal-raccoon-rascal"
"arc","arc.rsn","Arcus Spirits","117","arcus-spirits"
"arc","arc.rsn","Arcus Spirits","118","arcus-spirits"
"are2","are2.rsn","Aretha 2","125","aretha-2-ariel-no-fushigi-na-bouken"
"are2","are2.rsn","Aretha 2","127","aretha-2-ariel-no-fushigi-na-bouken"
"ari3","ari3.rsn","A Ressha de Ikou 3 Super Version","18","aiii-sv-a-ressha-de-ikou-3-super-version"
"arm","arm.rsn","AAAHH!!! Real Monsters","19","aaahh-real-monsters"
"arm","arm.rsn","AAAHH!!! Real Monsters","20","aaahh-real-monsters"
"aryol","aryol.rsn","Aryol","133","ugoku-e-ver-2-aryol"
"asf1","asf1.rsn","Aguri Suzuki F-1 Super Driving","58","suzuki-akuri-no-f-1-super-driving"
"asr","asr.rsn","Asahi Shinbun Rensai","134","asahi-shinbun-rensai-katou-ichi-ni-san-shougi-shingiryuu"
"ast2","ast2.rsn","Asterix & Obelix","138","asterix-obelix"
"astj","astj.rsn","Ashita no Joe","136","ashita-no-joe"
"aurt","aurt.rsn","Al Unser Jr's Road to the Top","68","al-unser-jrs-road-to-the-top"
"aurt","aurt.rsn","Al Unser Jr's Road to the Top","69","al-unser-jrs-road-to-the-top"
"avsp","avsp.rsn","Alien vs. Predator","86","aliens-vs-predator"
"avsp","avsp.rsn","Alien vs. Predator","87","aliens-vs-predator"
"axe","axe.rsn","Axelay","141","axelay"
"axe","axe.rsn","Axelay","142","axelay"
"axe","axe.rsn","Axelay","143","axelay"
"axe","axe.rsn","Axelay","3293","axelay"
"ballz","ballz.rsn","Ballz 3D","5","3-jigen-kakutou-ballz"
"ballz","ballz.rsn","Ballz 3D","156","3-jigen-kakutou-ballz"
"bast","bast.rsn","Bastard!!","164","bastard-ankoku-no-hakaishin"
"batb","batb.rsn","Beauty and the Beast","207","beauty-and-the-beast"
"batb","batb.rsn","Beauty and the Beast","208","beauty-and-the-beast"
"batb","batb.rsn","Beauty and the Beast","209","beauty-and-the-beast"
"batb","batb.rsn","Beauty and the Beast","225","beauty-and-the-beast"
"bazb","bazb.rsn","Bazooka Blitzkrieg","206","destructive"
"bbb","bbb.rsn","Bing Bing! Bingo","231","bing-bing-bingo"
"bbd","bbd.rsn","Bomberman B-Daman","264","bomberman-b-daman"
"bbg","bbg.rsn","Ball Bullet Gun","155","ball-bullet-gun-survival-game-simulation"
"bbh","bbh.rsn","Beavis and Butt-Head","210","beavis-and-butt-head"
"bbh","bbh.rsn","Beavis and Butt-Head","211","beavis-and-butt-head"
"bbk","bbk.rsn","Bebe's Kids","212","bebes-kids"
"bbs","bbs.rsn","Bubsy in Claws Encounters of the Furred Kind","304","yamaneko-bubsy-no-daibouken"
"bbs","bbs.rsn","Bubsy in Claws Encounters of the Furred Kind","305","yamaneko-bubsy-no-daibouken"
"bbs","bbs.rsn","Bubsy in Claws Encounters of the Furred Kind","306","yamaneko-bubsy-no-daibouken"
"bbs","bbs.rsn","Bubsy in Claws Encounters of the Furred Kind","307","yamaneko-bubsy-no-daibouken"
"bbs","bbs.rsn","Bubsy in Claws Encounters of the Furred Kind","3228","yamaneko-bubsy-no-daibouken"
"bc","bc.rsn","Battle Clash","178","space-bazooka"
"bc","bc.rsn","Battle Clash","179","space-bazooka"
"bcar","bcar.rsn","Battle Cars","177","battle-cars"
"bcr","bcr.rsn","Battle Cross","181","battle-cross"
"bdb2","bdb2.rsn","Battle Dodgeball 2","183","battle-dodgeball-2"
"bdz","bdz.rsn","Bishin Densetsu Zoku","235","bishin-densetsu-zoku-the-legend-of-bishin"
"bf","bf.rsn","Batman Forever","167","batman-forever"
"bf","bf.rsn","Batman Forever","168","batman-forever"
"bf","bf.rsn","Batman Forever","169","batman-forever"
"bg","bg.rsn","Benkei Gaiden","215","benkei-gaiden-suna-no-shou"
"bhh95","bhh95.rsn","Brett Hull Hockey '95","294","brett-hull-hockey-95"
"bio","bio.rsn","Bio Metal","232","bio-metal"
"bio","bio.rsn","Bio Metal","233","bio-metal"
"bio","bio.rsn","Bio Metal","234","bio-metal"
"bj","bj.rsn","Battle Jockey","186","battle-jockey"
"bkz","bkz.rsn","Block Kuzushi","255","block-kuzushi"
"bl","bl.rsn","Bahamut Lagoon","151","bahamut-lagoon"
"blcb","blcb.rsn","Bill Laimbeer's Combat Basketball","229","bill-laimbeers-combat-basketball"
"blzn","blzn.rsn","Blazeon","248","blazeon"
"blzn","blzn.rsn","Blazeon","249","blazeon"
"bm","bm.rsn","Battle Master","187","battle-master-kyuukyoku-no-senshitachi"
"bmfm","bmfm.rsn","Biker Mice From Mars","227","biker-mice-from-mars"
"bmfm","bmfm.rsn","Biker Mice From Mars","228","biker-mice-from-mars"
"bnkr","bnkr.rsn","Bonkers","266","bonkers-hollywood-daisakusen"
"bnkr","bnkr.rsn","Bonkers","267","bonkers-hollywood-daisakusen"
"bnts","bnts.rsn","Bounty Sword","270","bounty-sword"
"bob","bob.rsn","B.O.B.","144","space-funky-bob"
"bob","bob.rsn","B.O.B.","145","space-funky-bob"
"bob","bob.rsn","B.O.B.","2311","space-funky-bob"
"bobby","bobby.rsn","Bobby's World","261","bobbys-world"
"bonk","bonk.rsn","Super Bonk","2474","super-genjin"
"boog","boog.rsn","Boogerman","268","boogerman-a-pick-and-flick-adventure"
"boog","boog.rsn","Boogerman","269","boogerman-a-pick-and-flick-adventure"
"br","br.rsn","Batman Returns","170","batman-returns"
"br","br.rsn","Batman Returns","171","batman-returns"
"br","br.rsn","Batman Returns","172","batman-returns"
"br","br.rsn","Batman Returns","173","batman-returns"
"brain","brain.rsn","Brainies","275","the-brainies"
"brain","brain.rsn","Brainies","276","the-brainies"
"brawl","brawl.rsn","Brawl Brothers","284","rushing-beat-ran-fukusei-toshi"
"brawl","brawl.rsn","Brawl Brothers","285","rushing-beat-ran-fukusei-toshi"
"brbr","brbr.rsn","Barbarossa","157","barbarossa"
"breakt","breakt.rsn","BreakThru!","286","breakthru"
"brld","brld.rsn","Brain Lord","273","brain-lord"
"brld","brld.rsn","Brain Lord","274","brain-lord"
"brnr","brnr.rsn","Brass Numbers","2835","taiketsu-brass-numbers"
"bronk","bronk.rsn","Bronkie","297","bronkie-health-hero"
"bsd","bsd.rsn","Bram Stoker's Dracula","277","bram-stokers-dracula"
"bsd","bsd.rsn","Bram Stoker's Dracula","278","bram-stokers-dracula"
"bsd","bsd.rsn","Bram Stoker's Dracula","279","bram-stokers-dracula"
"bsec","bsec.rsn","Beethoven's 2nd","213","beethovens-2nd"
"bsec","bsec.rsn","Beethoven's 2nd","214","beethovens-2nd"
"bshs","bshs.rsn","Bushi Seiryuden","316","bushi-seiryuuden-futari-no-yuusha"
"bsim","bsim.rsn","Super Baseball Simulator 1.000","2435","super-ultra-baseball"
"bsm","bsm.rsn","Barbie Super Model","158","barbie-super-model"
"bsmr","bsmr.rsn","Bishoujo Senshi Sailormoon R","240","bishoujo-senshi-sailor-moon-r"
"bst","bst.rsn","Big Sky Trooper","222","big-sky-trooper"
"bst","bst.rsn","Big Sky Trooper","223","big-sky-trooper"
"bst","bst.rsn","Big Sky Trooper","224","big-sky-trooper"
"bsub","bsub.rsn","Battle Submarine","193","battle-submarine"
"bsx","bsx.rsn","Satellaview BS-X","150","satellaview-bs-x"
"btbm","btbm.rsn","Battletoads in Battlemania","201","battletoads-in-battlemaniacs"
"btbm","btbm.rsn","Battletoads in Battlemania","202","battletoads-in-battlemaniacs"
"btbm","btbm.rsn","Battletoads in Battlemania","203","battletoads-in-battlemaniacs"
"btbm","btbm.rsn","Battletoads in Battlemania","204","battletoads-in-battlemaniacs"
"btbz","btbz.rsn","Battle Blaze","174","battle-blaze"
"btbz","btbz.rsn","Battle Blaze","175","battle-blaze"
"btbz","btbz.rsn","Battle Blaze","176","battle-blaze"
"btdd","btdd.rsn","Battletoads & Double Dragon","199","battletoads-double-dragon-the-ultimate-team"
"btdd","btdd.rsn","Battletoads & Double Dragon","200","battletoads-double-dragon-the-ultimate-team"
"btgp","btgp.rsn","Battle Grand Prix","184","battle-grand-prix"
"btgp","btgp.rsn","Battle Grand Prix","185","battle-grand-prix"
"btpb","btpb.rsn","Battle Pinball","188","battle-pinball"
"btrex","btrex.rsn","Baby T-Rex","1990","radical-rex"
"btsc2","btsc2.rsn","Battle Soccer 2","192","battle-soccer-2"
"burai","burai.rsn","Burai - Hachigyoku no Yuushi Densetsu","315","burai-hachigyoku-no-yuushi-densetsu"
"bva","bva.rsn","Barbie Vacation Adventure","159","barbie-vacation-adventure"
"bvb","bvb.rsn","Bulls vs. Blazers","311","nba-pro-basketball-bulls-vs-blazers"
"bvb","bvb.rsn","Bulls vs. Blazers","312","nba-pro-basketball-bulls-vs-blazers"
"bvb","bvb.rsn","Bulls vs. Blazers","313","nba-pro-basketball-bulls-vs-blazers"
"bvb","bvb.rsn","Bulls vs. Blazers","314","nba-pro-basketball-bulls-vs-blazers"
"bvb","bvb.rsn","Bulls vs. Blazers","1637","nba-pro-basketball-bulls-vs-blazers"
"bwcf","bwcf.rsn","Bill Walsh College Football","230","bill-walsh-college-football"
"bwtc","bwtc.rsn","Brunswick World Tournament of Champions","298","brunswick-world-tournament-of-champions"
"bzd","bzd.rsn","Battle Zeque Den","196","battle-zeque-den"
"cace","cace.rsn","Carrier Aces","345","carrier-aces"
"cace","cace.rsn","Carrier Aces","346","carrier-aces"
"cace","cace.rsn","Carrier Aces","347","carrier-aces"
"cakn","cakn.rsn","Cacoma Knight","319","cacoma-knight-in-bizyland"
"cakn","cakn.rsn","Cacoma Knight","320","cacoma-knight-in-bizyland"
"cano","cano.rsn","Captain Novolin","338","captain-novolin"
"capam","capam.rsn","Captain America and the Avengers","333","captain-america-and-the-avengers"
"capam","capam.rsn","Captain America and the Avengers","334","captain-america-and-the-avengers"
"captc","captc.rsn","Captain Commando","335","captain-commando"
"captc","captc.rsn","Captain Commando","336","captain-commando"
"captc","captc.rsn","Captain Commando","337","captain-commando"
"car","car.rsn","Gekisou Sentai Car Rangers","848","gekisou-sentai-car-rangers"
"cb9","cb9.rsn","Cyborg 009","446","cyborg-009"
"cb9","cb9.rsn","Cyborg 009","447","cyborg-009"
"cbcw","cbcw.rsn","CB Chara Wars","318","cb-chara-wars-ushinawareta-gag"
"cbtr","cbtr.rsn","Combatribes","412","the-combatribes"
"cbtr","cbtr.rsn","Combatribes","413","the-combatribes"
"ccup","ccup.rsn","Cannondale Cup","329","cannondale-cup"
"cf","cf.rsn","Cannon Fodder","328","cannon-fodder"
"cfu97","cfu97.rsn","College Football USA '97","409","college-football-usa-97-the-road-to-new-orleans"
"chinh","chinh.rsn","Chinhai","372","chinhai"
"civ","civ.rsn","Civilization","391","civilization-sekai-shichi-daibunmei"
"civ","civ.rsn","Civilization","392","civilization-sekai-shichi-daibunmei"
"civ","civ.rsn","Civilization","393","civilization-sekai-shichi-daibunmei"
"ck2","ck2.rsn","Cyber Knight 2","441","cyber-knight-2-chikyuu-teikoku-no-yabou"
"cl3","cl3.rsn","Choplifter 3","373","choplifter-3-rescue-survive"
"cl3","cl3.rsn","Choplifter 3","374","choplifter-3-rescue-survive"
"cl3","cl3.rsn","Choplifter 3","375","choplifter-3-rescue-survive"
"cl3","cl3.rsn","Choplifter 3","376","choplifter-3-rescue-survive"
"cliff","cliff.rsn","Cliffhanger","404","cliffhanger"
"cliff","cliff.rsn","Cliffhanger","405","cliffhanger"
"clue","clue.rsn","Clue","408","clue"
"cmf","cmf.rsn","Capcom's MVP Football","330","capcoms-mvp-football"
"cn","cn.rsn","Cybernator","443","assault-suits-valken"
"cn","cn.rsn","Cybernator","444","assault-suits-valken"
"cn","cn.rsn","Cybernator","445","assault-suits-valken"
"cngc","cngc.rsn","Congo's Caper","416","tatakae-genshijin-2-rookie-no-bouken"
"cngc","cngc.rsn","Congo's Caper","417","tatakae-genshijin-2-rookie-no-bouken"
"col","col.rsn","Columns","411","columns"
"coolw","coolw.rsn","Cool World","426","cool-world"
"coolw","coolw.rsn","Cool World","427","cool-world"
"cop","cop.rsn","Cu-On-Pa","437","cu-on-pa"
"corl","corl.rsn","Coron Land","429","coron-land"
"cornb","cornb.rsn","Corn Buster","428","corn-buster"
"cp","cp.rsn","Championship Pool","356","super-billiard-championship-pool"
"cp","cp.rsn","Championship Pool","357","super-billiard-championship-pool"
"cp","cp.rsn","Championship Pool","2452","super-billiard-championship-pool"
"cpg2","cpg2.rsn","Cosmo Police Galivan 2","432","cosmo-police-galivan-2-arrow-of-justice"
"crjb","crjb.rsn","Cal Ripken Jr. Baseball","321","cal-ripken-jr-baseball"
"crjb","crjb.rsn","Cal Ripken Jr. Baseball","322","cal-ripken-jr-baseball"
"crjb","crjb.rsn","Cal Ripken Jr. Baseball","323","cal-ripken-jr-baseball"
"crock","crock.rsn","Chuck Rock","387","chuck-rock"
"crock","crock.rsn","Chuck Rock","388","chuck-rock"
"crock","crock.rsn","Chuck Rock","389","chuck-rock"
"crs2","crs2.rsn","Crayon Shin-chan 2","435","crayon-shin-chan-2-daimaou-no-gyakushuu"
"cs","cs.rsn","Chaos Seed","360","chaos-seed-fuusui-kairouki"
"csb","csb.rsn","College Slam Basketball","410","college-slam-basketball"
"csc","csc.rsn","Caravan Shooting Collection","343","caravan-shooting-collection"
"cspot","cspot.rsn","Cool Spot","422","cool-spot"
"cspot","cspot.rsn","Cool Spot","423","cool-spot"
"cspot","cspot.rsn","Cool Spot","424","cool-spot"
"cspot","cspot.rsn","Cool Spot","425","cool-spot"
"ct3","ct3.rsn","Captain Tsubasa 3","339","captain-tsubasa-iii-koutei-no-chousen"
"ct4","ct4.rsn","Captain Tsubasa 4","340","captain-tsubasa-iv-pro-no-rival-tachi"
"ct5","ct5.rsn","Captain Tsubasa 5","342","captain-tsubasa-v-hasha-no-shougou-campione"
"ctc","ctc.rsn","Controller Test Cartridge","420","controller-test-cassette"
"cti","cti.rsn","Cutthroat Island","438","cutthroat-island"
"cti","cti.rsn","Cutthroat Island","439","cutthroat-island"
"ctj","ctj.rsn","Captain Tsubasa J","341","captain-tsubasa-j-the-way-to-world-youth"
"ctow","ctow.rsn","Clock Tower","406","clock-tower"
"cw","cw.rsn","Clock Works","407","clock-works"
"cwcs","cwcs.rsn","Champions World Class Soccer","353","champions-world-class-soccer"
"cwcs","cwcs.rsn","Champions World Class Soccer","354","champions-world-class-soccer"
"cwcs","cwcs.rsn","Champions World Class Soccer","355","champions-world-class-soccer"
"daha","daha.rsn","Dark Half","470","dark-half"
"dala","dala.rsn","Dark Law - Meaning of Death","472","dark-law-meaning-of-death"
"dance","dance.rsn","Tuff E Nuff","3008","dead-dance"
"dance","dance.rsn","Tuff E Nuff","3009","dead-dance"
"dany","dany.rsn","Super Dany","2500","super-dany"
"dany","dany.rsn","Super Dany","2501","super-dany"
"dark","dark.rsn","Dark Kingdom","471","dark-kingdom"
"dbc","dbc.rsn","Daze Before Christmas","477","daze-before-christmas"
"dboys","dboys.rsn","Dear Boys","480","dear-boys"
"dbra","dbra.rsn","Death Brade","481","death-brade"
"dc","dc.rsn","Demon's Crest","489","demons-blazon-makaimura-monshou-hen"
"dc","dc.rsn","Demon's Crest","490","demons-blazon-makaimura-monshou-hen"
"dcat","dcat.rsn","David Crane's Amazing Tennis","474","david-cranes-amazing-tennis"
"dcat","dcat.rsn","David Crane's Amazing Tennis","475","david-cranes-amazing-tennis"
"dcat","dcat.rsn","David Crane's Amazing Tennis","476","david-cranes-amazing-tennis"
"dds","dds.rsn","Dino Dini's Soccer","516","dino-dinis-soccer"
"de2","de2.rsn","Daisenryaku Expert WWII","465","dai-senrya-ku-expert-wwii-war-in-europe"
"deman","deman.rsn","Demolition Man","485","demolition-man"
"deman","deman.rsn","Demolition Man","486","demolition-man"
"dezae","dezae.rsn","Kaite Tukutte Asoberu Dezaemon","1204","dezaemon-kaite-tsukutte-asoberu"
"dgb","dgb.rsn","Dossun! Ganseki Battle","553","dossun-ganseki-battle"
"dhdo","dhdo.rsn","Dharma Doujou","511","dharma-doujou"
"dici","dici.rsn","Dino City","514","dino-wars-kyouryuu-oukoku-heno-daibouken"
"dici","dici.rsn","Dino City","515","dino-wars-kyouryuu-oukoku-heno-daibouken"
"dici","dici.rsn","Dino City","517","dino-wars-kyouryuu-oukoku-heno-daibouken"
"difo","difo.rsn","Dimension Force","513","dimension-force"
"dirt","dirt.rsn","Dirt Racer","518","dirt-racer"
"dj2","dj2.rsn","Derby Jockey 2","497","derby-jockey-2"
"dk4","dk4.rsn","Dragon Knight 4","577","dragon-knight-4"
"dkdt","dkdt.rsn","Donkey Kong Country 3","542","super-donkey-kong-3-nazo-no-krems-tou"
"dkdt","dkdt.rsn","Donkey Kong Country 3","543","super-donkey-kong-3-nazo-no-krems-tou"
"dkq","dkq.rsn","Donkey Kong Country 2","537","super-donkey-kong-2-dixie-and-diddy"
"dkq","dkq.rsn","Donkey Kong Country 2","538","super-donkey-kong-2-dixie-and-diddy"
"dkq","dkq.rsn","Donkey Kong Country 2","539","super-donkey-kong-2-dixie-and-diddy"
"dkq","dkq.rsn","Donkey Kong Country 2","540","super-donkey-kong-2-dixie-and-diddy"
"dkq","dkq.rsn","Donkey Kong Country 2","541","super-donkey-kong-2-dixie-and-diddy"
"dks2","dks2.rsn","Doukyuusei 2","556","doukyuusei-2"
"dkvt","dkvt.rsn","Date Kimiko no Virtual Tennis","473","date-kimiko-no-virtual-tennis"
"dky","dky.rsn","Dolucky's Kusa Yakyu","526","dolucky-no-kusayakiu"
"dl","dl.rsn","Der Langrisser","1316","der-langrisser"
"dl","dl.rsn","Der Langrisser","1317","der-langrisser"
"dlpt","dlpt.rsn","Dolucky no Puzzle Tour '94","527","dolucky-no-puzzle-tour-94"
"dm","dm.rsn","Dungeon Master","607","dungeon-master"
"dm","dm.rsn","Dungeon Master","608","dungeon-master"
"dm","dm.rsn","Dungeon Master","609","dungeon-master"
"dm","dm.rsn","Dungeon Master","610","dungeon-master"
"dnbm","dnbm.rsn","Downtown Nekketsu Baseball Monogatari","558","downtown-nekketsu-baseball-monogatari"
"do2","do2.rsn","Dual Orb 2","603","dual-orb-2"
"dor2","dor2.rsn","Doraemon 2","550","doraemon-2-nobita-no-toys-land-daibouken"
"dor3","dor3.rsn","Doraemon 3","551","doraemon-3-nobita-to-toki-no-hougyoku"
